Verse,Text
2 Chr 19:6,wa yōmer  ʔel  ha šōpəṭîm  rəʔû  mā  ʔattem  ʕōśîm  kî  lō  lə ʔādām  tišpəṭû  kî  la yhwāh  wə ʕimmākem  bi dəbar  mišpāṭ
Esth 1:7,wə hašqôt  bi kəlê  zāhāb  wə kēlîm  mi kēlîm  šônîm  wə yên  maləkût  rāb  kə yad  ha melek
Ezra 3:1,wa yiggaʕ  ha ḥōdeš  ha šəbîʕî  û bənê  yiśrāʔēl  be  ʕārîm wa yēʔāsəpû  hā ʕām  kə ʔîš  ʔeḥād  ʔel  yərûšālāim
Obad 1:9,wə ḥattû  gibbôrêkā  têmān  ləmaʕan  yikkāret  ʔîš  mē har  ʕēśāw  mi qāṭel
Exod 34:1,wa yōmer  yəhwāh  ʔel  mōšê  pəsol  ləkā  šənê  luḥōt  ʔăbānîm  kā  rišōnîm  wə kātabtî  ʕal  ha luḥōt  ʔet  ha dəbārîm  ʔăšer  hāyû  ʕal  ha luḥōt  hā rišōnîm  ʔăšer  šibbartā
Esth 7:10,wa yitlû  ʔet  hāmān  ʕal  hā ʕēṣ  ʔăšer  hēkîn  lə mordᵒkāy  wa ḥămat  ha melek  šākākā
Job 9:11,hēn  yaʕăbōr  ʕālay  wə lō  ʔerʔê  w yaḥălōp  wə lō  ʔābîn  lô
Ps 7:12,ʔĕlōhîm  šôpēṭ  ṣaddîq  w ʔēl  zōʕēm  bə kol  yôm
1 Chr 27:25,wə ʕal  ʔōṣərôt  ha melek  ʕazmāwet  ben  ʕădîʔēl wə ʕal  hā ʔōṣārôt  ba  śādê  be  ʕārîm  û ba  kəpārîm  û ba  migdālôt  yəhônātān  ben  ʕuzziyyāhû
Exod 5:10,wa yēṣəʔû  nōgəśê  hā ʕām  wə šōṭərāʸw  wa yōmərû  ʔel  hā ʕām  lē ʔmōr  kō  ʔāmar  parʕō  ʔênennî  nōtēn  lākem  teben
Job 12:12,bi yšîšîm  ḥokmā  wə ʔōrek  yāmîm  təbûnā
1 Chr 1:42,bənê  ʔēṣer  bilhān  wə zaʕăwān  yaʕăqān  bənê  dîšôn  ʕûṣ  wa ʔărān
Prov 8:20,bə ʔōraḥ  ṣədāqā  ʔăhallēk  bə tôk  nətîbôt  mišpāṭ
Num 17:17,dabbēr  ʔel  bənê  yiśrāʔēl  wə qaḥ  mē ʔittām  maṭṭê  maṭṭê  lə bêt  ʔāb  mē ʔēt  kol  nəśîʔēhem  lə bêt  ʔăbōtām  šənêm  ʕāśār  maṭṭôt  ʔîš  ʔet  šəmô  tiktōb  ʕal  maṭṭēhû
Isa 36:18,pen  yassît  ʔetəkem  ḥizqiyyāhû  lē ʔmōr  yəhwāh  yaṣṣîlēnû  ha hiṣṣîlû  ʔĕlōhê  ha gôyim  ʔîš  ʔet  ʔarṣô  mi yad  melek  ʔaššûr
Jer 51:19,lō  kə ʔēllê  ḥēleq  yaʕăqôb  kî  yôṣēr  ha kōl  hû  wə šēbeṭ  naḥălātô  yəhwāh  ṣəbāʔôt  šəmô
Ps 37:37,šəmor  tām  û rəʔē  yāšār  kî  ʔaḥărît  lə ʔîš  šālôm
1 Kgs 10:20,û šənêm  ʕāśār  ʔărāyîm  ʕōmədîm  šām  ʕal  šēš  ha maʕălôt  mi zê  û mi zê  lō  naʕăśā  kēn  lə kol  mamlākôt
Deut 5:16,kabbēd  ʔet  ʔābîkā  wə ʔet  ʔimmekā  ka ʔăšer  ṣiwwəkā  yəhwāh  ʔĕlōhêkā  ləmaʕan  yaʔărîkun  yāmêkā  û ləmaʕan  yîṭab  lāk  ʕal  hā ʔădāmā  ʔăšer  yəhwāh  ʔĕlōhêkā  nōtēn  lāk
Jer 25:24,wə ʔēt  kol  maləkê  ʕărāb  wə ʔēt  kol  maləkê  hā ʕereb  ha šōkənîm  ba  midbār
Jer 28:4,wə ʔet  yəkonyā  ben  yəhôyāqîm  melek  yəhûdā  wə ʔet  kol  gālût  yəhûdā  ha bāʔîm  bābelā  ʔănî  mēšîb  ʔel  ha māqôm  ha zê  nəʔum  yəhwāh  kî  ʔešbōr  ʔet  ʕōl  melek  bābel
Ezek 3:25,wə ʔattā  ben  ʔādām  hinnē  nātənû  ʕālêkā  ʕăbôtîm  wa ʔăsārûkā  bāhem  wə lō  tēṣē  bə tôkām
Jud 7:4,wa yōmer  yəhwāh  ʔel  gidʕôn  ʕôd  hā ʕām  rāb  hôrēd  ʔôtām  ʔel  ha mayim  wə ʔeṣrəpennû  ləkā  šām  wə hāyā  ʔăšer  ʔōmar  ʔēlêkā  zê  yēlēk  ʔittāk  hû  yēlēk  ʔittāk  wə kōl  ʔăšer  ʔōmar  ʔēlêkā  zê  lō  yēlēk  ʕimmāk  hû  lō  yēlēk
Jer 52:4,wa yəhî  ba  šānā  ha təšiʕît  lə māləkô  ba  ḥōdeš  hā ʕăśîrî  be  ʕāśôr  la  ḥōdeš  bā  nəbûkadreṣṣar  melek  bābel  hû  wə kol  ḥêlô  ʕal  yərûšālaim  wa yaḥănû  ʕālêhā  wa yibnû  ʕālêhā  dāyēq  sābîb
Josh 23:1,wa yəhî  mi yāmîm  rabbîm  ʔaḥărê  ʔăšer  hēnîaḥ  yəhwāh  lə yiśrāʔēl  mi kol  ʔōyəbêhem  mi sābîb  wi yhôšuaʕ  zāqēn  bā  ba  yāmîm
Job 1:16,ʕôd  zê  mədabbēr  wə zê  bā  wa yōmar  ʔēš  ʔĕlōhîm  nāpəlā  min  ha šāmayim  wa tibʕar  ba  ṣōn  û ba  nəʕārîm  wa tōkəlēm  wā ʔimmāləṭā  raq  ʔănî  lə baddî  lə haggîd  lāk
2 Kgs 3:13,wa yōmer  ʔĕlîšāʕ  ʔel  melek  yiśrāʔēl  mah  lî  wā lāk  lēk  ʔel  nəbîʔê  ʔābîkā  wə ʔel  nəbîʔê  ʔimmekā  wa yōmer  lô  melek  yiśrāʔēl  ʔal  kî  qārā  yəhwāh  li šəlōšet  ha məlākîm  hā ʔēllê  lā tēt  ʔôtām  bə yad  môʔāb
Prov 2:9,ʔāz  tābîn  ṣedeq  û mišpāṭ  û mêšārîm  kol  maʕgal  ṭôb
Jud 4:7,û māšaktî  ʔēlêkā  ʔel  naḥal  qîšôn  ʔet  sîsərā  śar  ṣəbā  yābîn  wə ʔet  rikbô  wə ʔet  hămônô  û nətattîhû  bə yādekā
Isa 60:2,kî  hinnē  ha ḥōšek  yəkassê  ʔereṣ  wa ʕărāpel  ləʔummîm  wə ʕālayik  yizraḥ  yəhwāh  û kəbôdô  ʕālayik  yērāʔê
Jer 6:7,kə hāqîr  bayir  mêmêhā  kēn  hēqērā  rāʕātāh  ḥāmās  wā šōd  yiššāmaʕ  bāh  ʕal  pānay  tāmîd  ḥᵒlî  û makkā
Exod 5:3,wa yōmərû  ʔĕlōhê  hā ʕibrîm  niqrā  ʕālênû  nēlăkā  nā  derek  šəlōšet  yāmîm  ba  midbār  wə nizbəḥā  la yhwāh  ʔĕlōhênû  pen  yipgāʕēnû  ba  deber  ʔô  be  ḥāreb
Zeph 3:11,ba  yôm  ha hû  lō  tēbôšî  mi kōl  ʕălîlōtayik  ʔăšer  pāšaʕat  bî  kî  ʔāz  ʔāsîr  mi qirbēk  ʕallîzê  gaʔăwātēk  wə lō  tôsipî  lə gābəhā  ʕôd  bə har  qodšî
1 Kgs 13:24,wa yēlek  wa yimṣāʔēhû  ʔaryē  ba  derek  wa yəmîtēhû  wa təhî  niblātô  mušleket  ba  derek  wə ha ḥămôr  ʕōmēd  ʔeṣlāh  wə hā ʔaryē  ʕōmēd  ʔēṣel  ha nəbēlā
Eccl 11:10,wə hāsēr  kaʕas  mi libbekā  wə haʕăbēr  rāʕā  mi bəśārekā  kî  ha yalədût  wə ha šaḥărût  hābel
Jer 13:19,ʕārê  ha negeb  suggərû  wə ʔên  pōtēaḥ  hoglāt  yəhûdā  kullāh  hoglāt  šəlômîm
Lev 16:6,wə hiqrîb  ʔahărōn  ʔet  par  ha ḥaṭṭāt  ʔăšer  lô  wə kipper  baʕădô  û bəʕad  bêtô
2 Kgs 16:18,wə ʔet  mûsak  ha šabbāt  ʔăšer  bānû  ba  bayit  wə ʔet  məbô  ha melek  ha ḥîṣônā  hēsēb  bêt  yəhwāh  mi pənê  melek  ʔaššûr
Neh 3:27,ʔaḥărāʸw  heḥĕzîqû  ha təqōʕîm  middā  šēnît  mi neged  ha migdāl  ha gādôl  ha yôṣē  wə ʕad  ḥômat  hā ʕōpel
Hos 13:15,kî  hû  bēn  ʔaḥîm  yaprî  yābô  qādîm  rûaḥ  yəhwāh  mi midbār  ʕōlê  wə yēbôš  məqôrô  wə yeḥĕrab  maʕyānô  hû  yišsê  ʔôṣar  kol  kəlî  ḥemdā
Num 29:32,û ba  yôm  ha šəbîʕî  pārîm  šibʕā  ʔêlim  šənāyim  kəbāśîm  bənê  šānā  ʔarbāʕā  ʕāśār  təmîmim
2 Kgs 4:6,wa yəhî  ki məlōt  ha kēlîm  wa tōmer  ʔel  bənāh  haggîšā  ʔēlay  ʕôd  kelî  wa yōmer  ʔēlêhā  ʔên  ʕôd  kelî  wa yaʕămōd  ha šāmen
Eccl 5:18,gam  kol  hā ʔādām  ʔăšer  nātan  lô  hā ʔĕlōhîm  ʕōšer  û nəkāsîm  wə hišlîṭô  le ʔĕkōl  mimmennû  wə lā śēt  ʔet  ḥelqô  wə li śəmōaḥ  ba ʕămālô  zō  mattat  ʔĕlōhîm  hî
Isa 35:2,pārōaḥ  tipraḥ  wə tāgēl  ʔap  gîlat  wə rannēn  kəbôd  ha ləbānôn  nittan  lāh  hădar  ha karmel  wə ha šārôn  hēmmā  yirʔû  kəbôd  yəhwāh  hădar  ʔĕlōhênû
Lev 23:16,ʕad  mi moḥᵒrat  ha šabbāt  ha šəbîʕit  tispərû  ḥămiššîm  yôm  wə hiqrabtem  minḥā  ḥădāšā  la yhwāh
Gen 37:9,wa yaḥălōm  ʕôd  ḥălôm  ʔaḥēr  wa yəsappēr  ʔōtô  lə ʔeḥāʸw  wa yōmer  hinnē  ḥālamtî  ḥălôm  ʕôd  wə hinnē  ha šemeš  wə ha yārēaḥ  wə ʔaḥad  ʕāśār  kôkābîm  mištaḥăwîm  lî
Mal 2:4,wi ydaʕtem  kî  šillaḥtî  ʔălêkem  ʔēt  ha miṣwā  ha zōt  li həyôt  bərîtî  ʔet  lēwî  ʔāmar  yəhwāh  ṣəbāʔôt
1 Chr 29:10,wa yəbārek  dāwîd  ʔet  yəhwāh  lə ʕênê  kol  ha qāhāl  wa yōmer  dāwîd  bārûk  ʔattā  yəhwāh  ʔĕlōhê  yiśrāʔēl  ʔābînû  mē ʕôlām  wə ʕad  ʕôlām
Zech 3:10,ba  yôm  ha hû  nəʔum  yəhwāh  ṣəbāʔôt  tiqrəʔû  ʔîš  lə rēʕēhû  ʔel  taḥat  gepen  wə ʔel  taḥat  təʔēnā
Ps 98:8,nəhārôt  yimḥăʔû  kāp  yaḥad  hārîm  yərannēnû
Ps 41:13,wa ʔănî  bə tummî  tāmaktā  bî  wa taṣṣîbēnî  lə pānêkā  lə ʕôlām
Zech 12:9,wə hāyā  ba  yôm  ha hû  ʔăbaqqēš  lə hašmîd  ʔet  kol  ha gôyim  ha bāʔîm  ʕal  yərûšālāim
Gen 18:4,yuqqaḥ  nā  məʕaṭ  mayim  wə raḥăṣû  raglêkem  wə hiššāʕănû  taḥat  hā ʕēṣ
Gen 11:17,wa yəḥî  ʕēber  ʔaḥărê  hôlîdô  ʔet  peleg  šəlōšîm  šānā  wə ʔarbaʕ  mēʔôt  šānā  wa yôled  bānîm  û bānôt
Lev 2:10,wə ha nôteret  min  ha minḥā  lə ʔahărōn  û lə bānāʸw  qōdeš  qodāšîm  mē ʔiššê  yəhwāh
Ps 97:10,ʔōhăbê  yəhwāh  śinʔû  rāʕ  šōmēr  napšôt  ḥăsîdāʸw  mi yad  ršāʕîm  yaṣṣîlēm
Ezek 32:29,šāmmā  ʔĕdôm  məlākêhā  wə kol  nəśîʔêhā  ʔăšer  nittənû  bi gəbûrātām  ʔet  ḥallê  ḥāreb  hēmmā  ʔet  ʕărēlîm  yiškābû  wə ʔet  yōrədê  bôr
Amos 5:12,kî  yādaʕtî  rabbîm  pišʕêkem  wa ʕăṣumîm  ḥaṭṭōtêkem  ṣōrərê  ṣaddîq  lōqəḥê  kōper  wə ʔebyônîm  ba  šaʕar  hiṭṭû
Num 5:14,wə ʕābar  ʕālāʸw  rûaḥ  qinʔā  wə qinnē  ʔet  ʔištô  wə hiw  niṭmāʔā  ʔô  ʕābar  ʕālāʸw  rûaḥ  qinʔā  wə qinnē  ʔet  ʔištô  wə hî  lō  niṭmāʔā
Deut 22:29,wə nātan  hā ʔîš  ha šōkēb  ʕimmāh  la ʔăbî  ha naʕărā  ḥămiššîm  kāsep  wə lô  tihyê  lə ʔiššā  taḥat  ʔăšer  ʕinnāh  lō  yûkal  šalləḥāh  kol  yāmāʸw
2 Chr 12:1,wa yəhî  kə hākîn  maləkût  rəḥabʕām  û kə ḥezqātô  ʕāzab  ʔet  tôrat  yəhwāh  wə kol  yiśrāʔēl  ʕimmô
Ezek 47:11,biṣṣōtāʸw  û gəbāʔāʸw  wə lō  yērāpəʔû  lə melaḥ  nittānû
Ezek 32:25,bə tôk  ḥălālîm  nātənû  miškāb  lāh  bə kol  hămônāh  səbîbôtāʸw  qibrōtêā  kullām  ʕărēlîm  ḥallê  ḥereb  kî  nittan  ḥittîtām  bə ʔereṣ  ḥayyîm  wa yiśʔû  kəlimmātām  ʔet  yôrədê  bôr  bə tôk  ḥălālîm  nittān
Lam 4:14,nāʕû  ʕiwrîm  ba  ḥûṣôt  nəgōʔălû  ba  dām  bə lō  yûkəlû  yiggəʕû  bi ləbušêhem
Deut 19:9,kî  tišmōr  ʔet  kol  ha miṣwā  ha zōt  la ʕăśōtāh  ʔăšer  ʔānōkî  məṣawwəkā  ha yôm  lə ʔahăbā  ʔet  yəhwāh  ʔĕlōhêkā  wə lā leket  bi dərākāʸw  kol  ha yāmîm  wə yāsaptā  ləkā  ʕôd  šālōš  ʕārîm  ʕal  ha šālōš  hā ʔēllê
Num 15:6,ʔô  lā  ʔayil  taʕăśê  minḥā  sōlet  šənê  ʕeśrōnîm  bəlûlā  ba  šemen  šəlišît  ha hîn
Prov 19:18,yassēr  binəkā  kî  yēš  tiqwā  wə ʔel  hămîtô  ʔal  tiśśā  napšekā
Micah 5:3,wə ʕāmad  wə rāʕā  bə ʕōz  yəhwāh  bi gəʔôn  šēm  yəhwāh  ʔĕlōhāʸw  wə yāšābû  kî  ʕattā  yigdal  ʕad  ʔapsê  ʔāreṣ
2 Chr 1:17,wa yaʕălû  wa yôṣîʔû  mi miṣrayim  merkābā  bə šēš  mēʔôt  kesep  wə sûs  ba ḥămiššîm  û mēʔā  wə kēn  lə kol  maləkê  ha ḥittîm  û maləkê  ʔărām  bə yādām  yôṣîʔû
2 Sam 17:27,wa yəhî  kə bô  dāwid  maḥănāyəmā  wə šōbî  ben  nāḥāš  mē rabbat  bənê  ʕammôn  û mākîr  ben  ʕammîʔēl  mi lō dəbār  û barzillay  ha gilʕādî  mē rōgəlîm
2 Kgs 25:4,wa tibbāqaʕ  hā ʕîr  wə kol  ʔanšê  ha milḥāmā  ha laylā  derek  šaʕar  bên  ha ḥōmōtayim  ʔăšer  ʕal  gan  ha melek  wə kaśdîm  ʕal  hā ʕîr  sābîb  wa yēlek  derek  hā ʕărābā
Jer 19:2,wə yāṣātā  ʔel  gê  ben hinnōm  ʔăšer  petaḥ  šaʕar  ha ḥarsît  wə qārātā  šām  ʔet  ha dəbārîm  ʔăšer  ʔădabbēr  ʔēlêkā
Josh 6:25,wə ʔet  rāḥāb  ha zônā  wə ʔet  bêt  ʔābîhā  wə ʔet  kol  ʔăšer  lāh  heḥĕʸā  yəhôšuaʕ  wa tēšeb  bə qereb  yiśrāʔēl  ʕad  ha yôm  ha zê  kî  heḥbîʔā  ʔet  ha malʔākîm  ʔăšer  šālaḥ  yəhôšuaʕ  lə raggēl  ʔet  yərîḥô
1 Chr 27:10,ha šəbîʕî  la  ḥōdeš  ha šəbîʕî  ḥeleṣ  ha pəlônî  min  bənê  ʔeprāyim  wə ʕal  maḥăluqtô  ʕeśrîm  wə ʔarbāʕā  ʔālep
Exod 29:6,wə śamtā  ha miṣnepet  ʕal  rōšô  wə nātattā  ʔet  nēzer  ha qōdeš  ʕal  ha miṣnāpet
Job 10:1,nāqəṭā  napšî  bə ḥayyāy  ʔeʕezəbā  ʕālay  śîḥî  ʔădabbərā  bə mar  napšî
Ps 107:5,rəʕēbîm  gam  ṣəmēʔîm  napšām  bāhem  titʕaṭṭāp
Prov 6:33,negaʕ  wə qālôn  yimṣā  w ḥerpātô  lō  timmāḥê
Job 13:26,kî  tiktōb  ʕālay  mərōrôt  w tôrîšēnî  ʕăwōnôt  nəʕûrāy
Prov 22:11,ʔōhēb  ṭəhār  lēb  ḥēn  śəpātāʸw  rēʕēhû  melek
1 Chr 9:19,wə šallûm  ben  qôrē  ben  ʔebyāsāp  ben  qōraḥ  wə ʔeḥāʸw  lə bêt  ʔābiʸw  ha qorḥîm  ʕal  məleket  hā ʕăbôdā  šōmərê  ha sippîm  lā  ʔōhel  wa ʔăbōtêhem  ʕal  maḥănē  yəhwāh  šōmərê  ha mābô
2 Chr 15:1,wa ʕăzaryāhû  ben  ʕôdēd  hāyətā  ʕālāʸw  rûaḥ  ʔĕlōhîm
1 Chr 3:8,we ʔĕlîšāmāʕ  wə ʔelyādāʕ  we ʔĕlîpeleṭ  tišʕā
Neh 6:16,wa yəhî  ka ʔăšer  šāməʕû  kol  ʔôyəbênû  wa yirʔû  kol  ha gôyim  ʔăšer  səbîbōtênû  wa yippəlû  məʔōd  bə ʕênêhem  wa yēdəʕû  kî  mē ʔēt  ʔĕlōhênû  neʕeśətā  ha məlākā  ha zōt
Num 29:36,wə hiqrabtem  ʕōlā  ʔiššē  rêaḥ  nîḥōaḥ  la yhwāh  par  ʔeḥād  ʔayil  ʔeḥād  kəbāśîm  bənê  šānā  šibʕā  təmîmim
2 Sam 22:46,bənê  nēkār  yibbōlû  wə yaḥgərû  mi misgərôtām
Jer 22:27,wə ʕal  hā ʔāreṣ  ʔăšer  hēm  mənaśśəʔîm  ʔet  napšām  lā šûb  šām  šāmmā  lō  yāšûbû
Isa 19:8,wə ʔānû  ha dayyāgîm  wə ʔābəlû  kol  mašlîkê  ba  yəʔôr  ḥakkā  û pōrəśê  mikmōret  ʕal  pənê  mayim  ʔumlālû
Lev 27:18,wə ʔim  ʔaḥar  ha yōbēl  yaqdîš  śādēhû  wə ḥiššab  lô  ha kōhēn  ʔet  ha kesep  ʕal  pî  ha šānîm  ha nôtārōt  ʕad  šənat  ha yōbēl  wə nigraʕ  mē ʕerkekā
Lev 3:3,wə hiqrîb  mi zebaḥ  ha šəlāmîm  ʔiššê  la yhwāh  ʔet  ha ḥēleb  ha məkassê  ʔet  ha qereb  wə ʔēt  kol  ha ḥēleb  ʔăšer  ʕal  ha qereb
Lev 4:11,wə ʔet  ʕôr  ha pār  wə ʔet  kol  bəśārô  ʕal  rōšô  wə ʕal  kərāʕāʸw  wə qirbô  û piršô
1 Kgs 8:54,wa yəhî  kə kallôt  šəlōmō  lə hitpallēl  ʔel  yəhwāh  ʔēt  kol  ha təpillā  wə ha təḥinnā  ha zōt  qām  mi li pənê  mizbaḥ  yəhwāh  mi kərōaʕ  ʕal  birkāʸw  wə kappāʸw  pəruśôt  ha šāmāyim
Jer 44:4,wā ʔešlaḥ  ʔălêkem  ʔet  kol  ʕăbāday  ha nəbîʔîm  haškêm  wə šālōaḥ  lē ʔmōr  ʔal  nā  taʕăśû  ʔēt  dəbar  ha tōʕēbā  ha zōt  ʔăšer  śānētî
Deut 12:11,wə hāyā  ha māqôm  ʔăšer  yibḥar  yəhwāh  ʔĕlōhêkem  bô  lə šakkēn  šəmô  šām  šāmmā  tābîʔû  ʔēt  kol  ʔăšer  ʔānōkî  məṣawwê  ʔetəkem  ʕôlōtêkem  wə zibḥêkem  maʕśərōtêkem  û tərumat  yedəkem  wə kōl  mibḥar  nidrêkem  ʔăšer  tiddərû  la yhwāh
Ezek 3:6,lō  ʔel  ʕammîm  rabbîm  ʕimqê  śāpā  wə kibədê  lāšôn  ʔăšer  lō  tišmaʕ  dibrêhem  ʔim  lō  ʔălêhem  šəlaḥtîkā  hēmmā  yišməʕû  ʔēlêkā
Josh 15:36,wə šaʕărayim  wa ʕădîtayim  wə ha gədērā  û gədērōtāyim  ʕārîm  ʔarbaʕ  ʕeśrē  wə ḥaṣrêhen
Jer 20:16,wə hāyā  hā ʔîš  ha hû  ke  ʕārîm  ʔăšer  hāpak  yəhwāh  wə lō  niḥām  wə šāmaʕ  zəʕāqā  ba  bōqer  û tərûʕā  bə ʕēt  ṣohᵒrāyim
Jer 28:3,bə ʕôd  šənātayim  yāmîm  ʔănî  mēšîb  ʔel  ha māqôm  ha zê  ʔet  kol  kəlê  bêt  yəhwāh  ʔăšer  lāqaḥ  nəbûkadneṣṣar  melek  bābel  min  ha māqôm  ha zê  wa yəbîʔēm  bābel
Hos 10:9,mi ymê  ha gibʕā  ḥāṭātā  yiśrāʔēl  šām  ʕāmādû  lō  taśśîgēm  ba  gibʕā  milḥāmā  ʕal  bənê  ʕalwā
Num 8:2,dabbēr  ʔel  ʔahărōn  wə ʔāmartā  ʔēlāʸw  bə haʕălōtəkā  ʔet  ha nērōt  ʔel  mûl  pənê  ha mənôrā  yāʔîrû  šibʕat  ha nērôt
Ezek 28:14,ʔat  kərûb  mimšaḥ  ha sôkēk  û nətattîkā  bə har  qōdeš  ʔĕlōhîm  hāyîtā  bə tôk  ʔabnê  ʔēš  hithallākəttā
1 Kgs 19:21,wa yāšob  mē ʔaḥărāʸw  wa yiqqaḥ  ʔet  ṣemed  ha bāqār  wa yizbāḥēhû  û bi kəlî  ha bāqār  biššəlām  ha bāśār  wa yittēn  lā  ʕām  wa yōkēlû  wa yāqom  wa yēlek  ʔaḥărê  ʔēliyyāhû  wa yəšārətēhû
Isa 62:6,ʕal  ḥômōtayik  yərûšālaim  hipqadtî  šōmərîm  kol  ha yôm  wə kol  ha laylā  tāmîd  lō  yeḥĕšû  ha mazkirîm  ʔet  yəhwāh  ʔal  dᵒmî  lākem
Jer 23:24,ʔim  yissātēr  ʔîš  ba  mistārîm  wa ʔănî  lō  ʔerʔennû  nəʔum  yəhwāh  hă lô  ʔet  ha šāmayim  wə ʔet  hā ʔāreṣ  ʔănî  mālē  nəʔum  yəhwāh
Deut 28:35,yakkəkā  yəhwāh  bi šəḥîn  rāʕ  ʕal  ha birkayim  wə ʕal  ha šōqayim  ʔăšer  lō  tûkal  lə hērāpē  mi kap  ragləkā  wə ʕad  qodqᵒdekā
Ezek 42:4,wə li pənê  ha ləšākôt  mahălak  ʕeśer  ʔammôt  rōḥab  ʔel  ha pənîmît  derek  ʔammā  ʔeḥāt  û pitḥêhem  la  ṣāpôn
Ezra 10:34,mi bənê  bānî  maʕăday  ʕamrām  wə ʔûʔēl
Jer 32:31,kî  ʕal  ʔappî  wə ʕal  ḥămātî  hāyətā  lî  hā ʕîr  ha zōt  lə min  ha yôm  ʔăšer  bānû  ʔôtāh  wə ʕad  ha yôm  ha zê  la hăsîrāh  mē ʕal  pānāy
Ezek 18:8,ba  nešek  lō  yittēn  wə tarbît  lō  yiqqāḥ  mē ʕāwel  yāšîb  yādô  mišpaṭ  ʔĕmet  yaʕăśê  bên  ʔîš  lə ʔîš
Prov 30:23,taḥat  śnûʔā  kî  tibbāʕēl  w šipḥā  kî  tîraš  gəbirtāh
Ps 118:16,yəmîn  yhwāh  rômēmā  yəmîn  yhwāh  ʕōśā  ḥāyil
Jer 34:7,wə ḥêl  melek  bābel  nilḥāmîm  ʕal  yərûšālaim  wə ʕal  kol  ʕārê  yəhûdā  ha nôtārôt  ʔel  lākîš  wə ʔel  ʕăzēqā  kî  hēnnā  nišʔărû  bə ʕārê  yəhûdā  ʕārê  mibṣār
1 Kgs 12:3,wa yišləḥû  wa yiqrəʔû  lô  wa yābō  yārobʕām  wə kol  qəhal  yiśrāʔēl  wa yədabbərû  ʔel  rəḥabʕām  lē ʔmōr
Jonah 2:6,ʔăpāpûnî  mayim  ʕad  nepeš  təhôm  yəsōbəbēnî  sûp  ḥābûš  lə rōšî
Jer 30:5,kî  kō  ʔāmar  yəhwāh  qôl  ḥărādā  šāmāʕənû  paḥad  wə ʔên  šālôm
1 Chr 17:13,ʔănî  ʔêyê  lô  lə ʔāb  wə hû  yihyê  lî  lə bēn  wə ḥasdî  lō  ʔāsîr  mē ʕimmô  ka ʔăšer  hăsîrôtî  mē ʔăšer  hāyā  lə pānêkā
Lev 1:7,wə nātənû  bənê  ʔahărōn  ha kōhēn  ʔēš  ʕal  ha mizbēaḥ  wə ʕārəkû  ʕēṣîm  ʕal  hā ʔēš
Jer 7:20,lākēn  kō  ʔāmar  ʔădōnāy  yəhôih  hinnē  ʔappî  wa ḥămātî  nitteket  ʔel  ha māqôm  ha zê  ʕal  hā ʔādām  wə ʕal  ha bəhēmā  wə ʕal  ʕēṣ  ha śādê  wə ʕal  pərî  hā ʔădāmā  û bāʕărā  wə lō  tikbê
Ezek 28:9,he ʔāmōr  tōmar  ʔĕlōhîm  ʔānî  li pənê  hōrəgekā  wə ʔattā  ʔādām  wə lō  ʔēl  bə yad  məḥallêkā
Ezek 33:9,wə ʔattā  kî  hizhartā  rāšāʕ  mi darkô  lā šûb  mimmennā  wə lō  šāb  mi darkô  hû  ba ʕăwōnô  yāmût  wə ʔattā  napšəkā  hiṣṣaltā
Prov 29:11,kol  rûḥô  yôṣî  kəsîl  w ḥākām  bə ʔāḥôr  yəšabbəḥennā
Gen 10:13,û miṣrayim  yālad  ʔet  lûdîm  wə ʔet  ʕănāmîm  wə ʔet  ləhābîm  wə ʔet  naptuḥîm
Isa 54:12,wə śamtî  kadəkōd  šimšōtayik  û šəʕārayik  lə ʔabnê  ʔeqdāḥ  wə kol  gəbûlēk  lə ʔabnê  ḥēpeṣ
Isa 5:25,ʕal  kēn  ḥārā  ʔap  yəhwāh  bə ʕammô  wa yēṭ  yādô  ʕālāʸw  wa yakkēhû  wa yirgəzû  he hārîm  wa təhî  niblātām  ka  sûḥā  bə qereb  ḥûṣôt  bə kol  zōt  lō  šāb  ʔappô  wə ʕôd  yādô  nəṭûyā
1 Kgs 14:1,bā  ʕēt  ha hî  ḥālā  ʔăbiyyā  ben  yārobʕām
2 Sam 18:15,wa yāsōbbû  ʕăśārā  nəʕārîm  nōśəʔê  kəlê  yôʔāb  wa yakkû  ʔet  ʔabšālôm  wa yəmîtuhû
1 Chr 24:27,bənê  mərārî  lə yaʕăziyyāhû  bənô  wə šōham  wə zakkûr  wə ʕibrî
Deut 28:9,yəqîməkā  yəhwāh  lô  lə ʕam  qādôš  ka ʔăšer  nišbaʕ  lāk  kî  tišmōr  ʔet  miṣwōt  yəhwāh  ʔĕlōhêkā  wə hālaktā  bi dərākāʸw
Ps 25:22,pədē  ʔĕlōhîm  ʔet  yiśrāʔēl  mi kōl  ṣārôtāʸw
Neh 12:20,lə sallay  qallāy  lə ʕāmôq  ʕēber
Dan 11:40,û bə ʕēt  qēṣ  yitnaggaḥ  ʕimmô  melek  ha negeb  wə yiśtāʕēr  ʕālāʸw  melek  ha ṣāpôn  bə rekeb  û bə pārāšîm  û bo ʔᵒniyyôt  rabbôt  û bā  ba ʔărāṣôt  wə šāṭap  wə ʕābār
Ps 102:20,kî  hišqîp  mi mərôm  qodšô  yhwāh  mi šāmayim  ʔel  ʔereṣ  hibbîṭ
